<<<<<<< HEAD
Date,Open,High,Low,Close,Volume,OpenInt
1977-03-17,0.8615,0.8776,0.8455,0.8535,3863364,0
1977-03-18,0.8535,0.8615,0.8535,0.8535,5723505,0
1977-03-21,0.8535,0.8535,0.8455,0.8455,6027567,0
1977-03-22,0.8455,0.8535,0.8455,0.8535,5711581,0
1977-03-23,0.8535,0.8535,0.8455,0.8455,5145193,0
1977-03-24,0.8455,0.8455,0.8373,0.8373,4912673,0
1977-03-25,0.8373,0.8373,0.8373,0.8373,5419447,0
1977-03-28,0.8373,0.8373,0.8212,0.8293,6641650,0
1977-03-29,0.8293,0.8373,0.8293,0.8373,6945710,0
1977-03-30,0.8373,0.8373,0.8212,0.8293,6456828,0
1977-03-31,0.8293,0.8293,0.8131,0.8212,6122957,0
1977-04-01,0.8212,0.8293,0.8131,0.8212,6367399,0
1977-04-04,0.8212,0.8212,0.797,0.8131,9408012,0
1977-04-05,0.8131,0.8212,0.805,0.8131,4745741,0
1977-04-06,0.8131,0.8212,0.8131,0.8212,8394474,0
1977-04-07,0.8212,0.8293,0.8212,0.8212,5061726,0
1977-04-11,0.8212,0.8293,0.8212,0.8212,6057376,0
1977-04-12,0.8455,0.8535,0.8455,0.8535,14422040,0
1977-04-13,0.8535,0.8615,0.8455,0.8615,10624255,0
1977-04-14,0.8776,0.8858,0.8776,0.8858,15173248,0
1977-04-15,0.8858,0.8938,0.8776,0.8938,8364666,0
1977-04-18,0.8938,0.8938,0.8858,0.8938,6379322,0
1977-04-19,0.8938,0.8938,0.8858,0.8858,7374973,0
1977-04-20,0.8858,0.9015,0.8858,0.9015,8263307,0
1977-04-21,0.9015,0.9096,0.8938,0.9015,11190647,0
1977-04-22,0.8938,0.8938,0.8858,0.8858,6116995,0
1977-04-25,0.8858,0.8858,0.8535,0.8615,22381288,0
1977-04-26,0.8615,0.8694,0.8535,0.8535,14076245,0
1977-04-27,0.8535,0.8694,0.8373,0.8694,19227400,0
1977-04-28,0.8694,0.8776,0.8694,0.8776,16627974,0
1977-04-29,0.8858,0.9015,0.8858,0.9015,10642141,0
1977-05-02,0.9015,0.9015,0.8938,0.9015,7202077,0
1977-05-03,0.9015,0.9015,0.9015,0.9015,5145193,0
1977-05-04,0.9015,0.9178,0.9015,0.9178,14028550,0
1977-05-05,0.9178,0.926,0.9096,0.926,11357581,0
1977-05-06,0.9178,0.9178,0.9096,0.9178,8758152,0
1977-05-09,0.9178,0.9178,0.9096,0.9178,6963597,0
1977-05-10,0.9178,0.926,0.9015,0.9096,7500176,0
1977-05-11,0.9096,0.9178,0.9015,0.9015,6146805,0
1977-05-12,0.9015,0.9096,0.8938,0.9015,11369504,0
1977-05-13,0.9015,0.9096,0.8694,0.9096,4888829,0
1977-05-16,0.9096,0.9178,0.9096,0.9178,4841129,0
1977-05-17,0.9178,0.9178,0.9015,0.9096,4900751,0
1977-05-18,0.9178,0.926,0.9178,0.9178,8245425,0
1977-05-19,0.9178,0.926,0.9096,0.9178,6802625,0
1977-05-20,0.9178,0.9178,0.9096,0.9178,6140846,0
1977-05-23,0.9178,0.9178,0.9015,0.9096,3756049,0
1977-05-24,0.9096,0.9096,0.8938,0.9096,5556571,0
1977-05-25,0.9096,0.9178,0.9015,0.9015,4417832,0
1977-05-26,0.9015,0.9096,0.9015,0.9015,5944099,0
1977-05-27,0.9015,0.9096,0.9015,0.9096,3839518,0
1977-05-31,0.9096,0.9096,0.9015,0.9015,5335974,0
1977-06-01,0.9015,0.9178,0.9015,0.9096,9902858,0
1977-06-02,0.9096,0.9096,0.9015,0.9015,9252997,0
1977-06-03,0.9015,0.9178,0.9015,0.9178,8501792,0
1977-06-06,0.9178,0.926,0.9096,0.9096,5395596,0
1977-06-07,0.9096,0.9178,0.9096,0.9178,6361440,0
1977-06-08,0.9178,0.9339,0.9178,0.9339,9974401,0
1977-06-09,0.9339,0.9339,0.926,0.9339,5037881,0
1977-06-10,0.9339,0.9419,0.926,0.9339,9574945,0
1977-06-13,0.9339,0.95,0.9339,0.95,6629726,0
1977-06-14,0.95,0.958,0.9419,0.95,15256720,0
1977-06-15,0.95,0.95,0.9419,0.9419,9467630,0
1977-06-16,0.9419,0.95,0.9419,0.9419,5186925,0
1977-06-17,0.9419,0.95,0.9339,0.9419,3905103,0
1977-06-20,0.9419,0.9419,0.9339,0.9419,4614576,0
1977-06-21,0.9419,0.95,0.9339,0.9339,6987446,0
1977-06-22,0.9339,0.9339,0.926,0.926,5812934,0
1977-06-23,0.926,0.9339,0.926,0.9339,7953286,0
1977-06-24,0.9339,0.9419,0.9339,0.9339,5961984,0
1977-06-27,0.9339,0.9419,0.9339,0.9339,3237359,0
1977-06-28,0.9339,0.9419,0.9339,0.9339,5741391,0
1977-06-29,0.9339,0.9419,0.9339,0.9419,3577191,0
1977-06-30,0.9419,0.9419,0.9339,0.9419,4924600,0
1977-07-01,0.9419,0.9419,0.9339,0.9339,6647611,0
1977-07-05,0.9339,0.9339,0.926,0.9339,2688855,0
1977-07-06,0.9339,0.9339,0.926,0.9339,4453604,0
1977-07-07,0.9339,0.9339,0.926,0.9339,9050293,0
1977-07-08,0.9339,0.9339,0.926,0.926,7488252,0
1977-07-11,0.926,0.926,0.9096,0.9178,5443293,0
1977-07-12,0.9178,0.9178,0.9096,0.9178,11447012,0
1977-07-13,0.9178,0.9178,0.9096,0.9178,6015641,0
1977-07-15,0.9178,0.926,0.9178,0.9178,22238204,0
1977-07-18,0.9178,0.926,0.9178,0.9178,9050293,0
1977-07-19,0.9178,0.926,0.9178,0.926,5854669,0
1977-07-20,0.926,0.926,0.9178,0.926,4805356,0
1977-07-21,0.926,0.926,0.9178,0.926,3887215,0
1977-07-22,0.926,0.926,0.9178,0.9178,4763625,0
1977-07-25,0.9178,0.9178,0.9096,0.9178,5926213,0
1977-07-26,0.9178,0.9178,0.9096,0.9178,7494216,0
1977-07-27,0.9178,0.9178,0.9096,0.9096,3875290,0
1977-07-28,0.9096,0.9096,0.9015,0.9096,7476328,0
1977-07-29,0.9096,0.9096,0.9015,0.9096,4799398,0
1977-08-01,0.9096,0.9178,0.9015,0.9096,9557060,0
1977-08-02,0.9096,0.9096,0.9015,0.9015,6725117,0
1977-08-03,0.9015,0.9015,0.8938,0.9015,4882866,0
1977-08-04,0.9015,0.9096,0.9015,0.9096,4000490,0
1977-08-05,0.9096,0.9096,0.9015,0.9096,4030299,0
1977-08-08,0.9096,0.9096,0.9015,0.9015,3267166,0
1977-08-09,0.9015,0.9096,0.9015,0.9015,4328403,0
1977-08-10,0.9015,0.9178,0.8938,0.9178,3714317,0
1977-08-11,0.9178,0.9178,0.9015,0.9015,5294242,0
1977-08-12,0.9015,0.9096,0.9015,0.9096,7989059,0
1977-08-15,0.9096,0.926,0.9015,0.9178,13849687,0
1977-08-16,0.9178,0.9178,0.9096,0.9096,5389634,0
1977-08-17,0.9096,0.9096,0.9096,0.9096,5210774,0
1977-08-18,0.9096,0.926,0.9096,0.9096,4739777,0
1977-08-19,0.9096,0.9178,0.9096,0.9096,5371746,0
1977-08-22,0.9096,0.9178,0.9096,0.9178,4048185,0
1977-08-23,0.9178,0.9178,0.9015,0.9096,4048185,0
1977-08-24,0.9096,0.9096,0.9015,0.9015,3410255,0
1977-08-25,0.8858,0.8858,0.8694,0.8694,8919126,0
1977-08-26,0.8694,0.8858,0.8615,0.8858,8036756,0
1977-08-29,0.8858,0.8938,0.8858,0.8938,3851441,0
1977-08-30,0.8938,0.8938,0.8858,0.8858,7035142,0
1977-08-31,0.8858,0.8858,0.8858,0.8858,5318090,0
1977-09-01,0.8858,0.8938,0.8858,0.8938,3881253,0
1977-09-02,0.8938,0.9015,0.8858,0.8938,3690467,0
1977-09-06,0.9015,0.9096,0.9015,0.9096,8358703,0
1977-09-07,0.9096,0.9178,0.9096,0.9178,7118606,0
1977-09-08,0.9178,0.9178,0.9096,0.9096,3607002,0
1977-09-09,0.9096,0.9096,0.9015,0.9015,3815670,0
1977-09-12,0.9015,0.9015,0.8858,0.8938,5926213,0
1977-09-13,0.8938,0.8938,0.8858,0.8858,3291013,0
1977-09-14,0.8858,0.8938,0.8858,0.8938,3177736,0
1977-09-15,0.8938,0.9015,0.8938,0.8938,6152768,0
1977-09-16,0.8938,0.9015,0.8858,0.8938,5634072,0
1977-09-19,0.8938,0.8938,0.8858,0.8858,4972295,0
1977-09-20,0.8776,0.8776,0.8776,0.8776,4197236,0
1977-09-21,0.8776,0.8858,0.8694,0.8694,6522413,0
1977-09-22,0.8694,0.8694,0.8694,0.8694,4894788,0
1977-09-23,0.8694,0.8776,0.8694,0.8694,4066074,0
1977-09-26,0.8694,0.8776,0.8694,0.8694,4382060,0
1977-09-27,0.8694,0.8694,0.8535,0.8535,6689347,0
1977-09-28,0.8535,0.8535,0.8373,0.8455,7309390,0
1977-09-29,0.8455,0.8455,0.8455,0.8455,8782002,0
1977-09-30,0.8455,0.8535,0.8455,0.8535,7136494,0
1977-10-03,0.8535,0.8615,0.8535,0.8615,3338711,0
1977-10-04,0.8615,0.8615,0.8535,0.8535,6790699,0
1977-10-05,0.8535,0.8535,0.8455,0.8455,5276356,0
1977-10-06,0.8455,0.8535,0.8455,0.8455,5961984,0
1977-10-07,0.8455,0.8535,0.8455,0.8535,2235744,0
1977-10-10,0.8455,0.8455,0.8455,0.8455,1287786,0
1977-10-11,0.8455,0.8455,0.8212,0.8212,10606371,0
1977-10-12,0.8212,0.8373,0.8131,0.8373,8984709,0
1977-10-13,0.8373,0.8373,0.8293,0.8293,7535949,0
1977-10-14,0.8293,0.8455,0.8293,0.8373,9801499,0
1977-10-17,0.8373,0.8455,0.8293,0.8455,5801010,0
1977-10-18,0.8455,0.8535,0.8455,0.8455,4715928,0
1977-10-19,0.8455,0.8455,0.8373,0.8455,7571722,0
1977-10-20,0.8455,0.8455,0.8373,0.8373,5121346,0
1977-10-21,0.8373,0.8455,0.8373,0.8373,8454092,0
1977-10-24,0.8373,0.8373,0.8212,0.8293,5860631,0
1977-10-25,0.8293,0.8293,0.8212,0.8293,8018870,0
1977-10-26,0.8293,0.8293,0.8212,0.8293,7971170,0
1977-10-27,0.8293,0.8535,0.8293,0.8455,5872558,0
1977-10-28,0.8455,0.8455,0.8373,0.8373,4590727,0
1977-10-31,0.8373,0.8373,0.8373,0.8373,3165813,0
1977-11-01,0.8293,0.8293,0.8131,0.8131,6832437,0
1977-11-02,0.8131,0.8293,0.8131,0.8131,4495337,0
1977-11-03,0.8131,0.8212,0.8131,0.8212,4161465,0
1977-11-04,0.8293,0.8373,0.8293,0.8373,5383672,0
1977-11-07,0.8373,0.8535,0.8373,0.8535,4405907,0
1977-11-08,0.8535,0.8535,0.8455,0.8455,4012414,0
1977-11-09,0.8455,0.8535,0.8373,0.8455,4614576,0
1977-11-10,0.8455,0.8615,0.8455,0.8615,6039489,0
1977-11-11,0.8694,0.8776,0.8694,0.8694,6295854,0
1977-11-14,0.8694,0.8776,0.8615,0.8694,5222699,0
1977-11-15,0.8694,0.8776,0.8615,0.8694,6403171,0
1977-11-16,0.8694,0.8694,0.8615,0.8615,4614576,0
1977-11-17,0.8615,0.8615,0.8535,0.8535,5306166,0
1977-11-18,0.8535,0.8615,0.8535,0.8535,4328403,0
1977-11-21,0.8535,0.8615,0.8535,0.8615,4644385,0
1977-11-22,0.8615,0.8694,0.8535,0.8694,5956024,0
1977-11-23,0.8694,0.8694,0.8615,0.8615,4948448,0
1977-11-25,0.8615,0.8694,0.8535,0.8615,3612965,0
1977-11-28,0.8535,0.8535,0.8455,0.8455,5830817,0
1977-11-29,0.8455,0.8455,0.8293,0.8373,5920248,0
1977-11-30,0.8373,0.8373,0.8212,0.8373,11280072,0
1977-12-01,0.8373,0.8455,0.8293,0.8373,7655185,0
1977-12-02,0.8373,0.8373,0.8293,0.8293,8471978,0
1977-12-05,0.8293,0.8293,0.8212,0.8212,6677422,0
1977-12-06,0.8212,0.8212,0.805,0.805,13181946,0
1977-12-07,0.805,0.8131,0.805,0.805,9789580,0
1977-12-08,0.805,0.8212,0.805,0.805,12478434,0
1977-12-09,0.805,0.8131,0.805,0.805,6689347,0
1977-12-12,0.805,0.8131,0.805,0.805,5288279,0
1977-12-13,0.805,0.8131,0.797,0.8131,5270394,0
1977-12-14,0.8131,0.8131,0.805,0.8131,4537068,0
1977-12-15,0.8131,0.8212,0.805,0.8131,6790699,0
1977-12-16,0.8131,0.8131,0.797,0.805,5532722,0
1977-12-19,0.805,0.805,0.7891,0.797,12084944,0
1977-12-20,0.797,0.797,0.7891,0.797,7714808,0
1977-12-21,0.797,0.8131,0.797,0.8131,12997125,0
1977-12-22,0.8131,0.8293,0.8131,0.8212,10451358,0
1977-12-23,0.8293,0.8373,0.8293,0.8373,7434595,0
1977-12-27,0.8373,0.8373,0.8293,0.8293,6826472,0
1977-12-28,0.8293,0.8293,0.8212,0.8293,9503402,0
1977-12-29,0.8293,0.8373,0.8212,0.8293,9002597,0
1977-12-30,0.8293,0.8373,0.8212,0.8293,5991792,0
1978-01-03,0.8293,0.8293,0.8131,0.8131,6289891,0
1978-01-04,0.8131,0.8131,0.797,0.8131,10940242,0
1978-01-05,0.8131,0.8212,0.805,0.8131,8978749,0
1978-01-06,0.805,0.805,0.797,0.797,19716283,0
1978-01-09,0.7891,0.7891,0.7807,0.7891,13271374,0
1978-01-10,0.7891,0.797,0.7807,0.7891,8096375,0
1978-01-11,0.7891,0.7891,0.7651,0.7729,7535949,0
1978-01-12,0.7729,0.7807,0.7651,0.7729,9765730,0
1978-01-13,0.7729,0.7807,0.7729,0.7729,4155505,0
1978-01-16,0.7729,0.7807,0.7729,0.7729,6409133,0
1978-01-17,0.7729,0.7807,0.7651,0.7729,14314726,0
1978-01-18,0.7729,0.7807,0.7651,0.7807,6808585,0
1978-01-19,0.7807,0.7807,0.7729,0.7729,6993409,0
1978-01-20,0.7729,0.7729,0.7651,0.7651,2891563,0
1978-01-23,0.7651,0.7651,0.7568,0.7568,8418321,0
1978-01-24,0.7568,0.7729,0.7488,0.7568,5514836,0
1978-01-25,0.7568,0.7651,0.7568,0.7568,7285546,0
1978-01-26,0.7568,0.7651,0.7488,0.7488,10367892,0
1978-01-27,0.7488,0.7568,0.7488,0.7568,6266047,0
1978-01-30,0.7568,0.7651,0.7568,0.7651,6099107,0
1978-01-31,0.7651,0.7651,0.7568,0.7651,6373361,0
1978-02-01,0.7651,0.7729,0.7568,0.7729,6737042,0
1978-02-02,0.7729,0.7891,0.7729,0.7807,4739777,0
1978-02-03,0.7807,0.7807,0.7651,0.7807,3469873,0
1978-02-06,0.7807,0.7807,0.7807,0.7807,2951180,0
1978-02-07,0.7807,0.7891,0.7807,0.7891,4000490,0
1978-02-08,0.7891,0.797,0.7891,0.797,7017257,0
1978-02-09,0.797,0.797,0.7891,0.7891,8245425,0
1978-02-10,0.7891,0.797,0.7891,0.7891,3517571,0
1978-02-13,0.7891,0.7891,0.7807,0.7891,6731079,0
1978-02-14,0.7891,0.7891,0.7651,0.7651,11321809,0
1978-02-15,0.7651,0.7729,0.7568,0.7651,10278464,0
1978-02-16,0.7568,0.7568,0.7488,0.7568,7971170,0
1978-02-17,0.7568,0.7568,0.7488,0.7488,5705620,0
1978-02-21,0.7488,0.7488,0.7408,0.7488,8549487,0
1978-02-22,0.7488,0.7488,0.7408,0.7408,7959248,0
1978-02-23,0.7408,0.7488,0.7408,0.7488,7345165,0
1978-02-24,0.7488,0.7651,0.7488,0.7568,9867082,0
1978-02-27,0.7568,0.7651,0.7488,0.7488,6152768,0
1978-02-28,0.7488,0.7488,0.7408,0.7488,4173391,0
1978-03-01,0.7408,0.7408,0.7247,0.7408,4364172,0
1978-03-02,0.7408,0.7488,0.7326,0.7408,9700152,0
1978-03-03,0.7408,0.7488,0.7408,0.7488,4739777,0
1978-03-06,0.7488,0.7488,0.7408,0.7488,7786351,0
1978-03-07,0.7488,0.7568,0.7488,0.7488,5604266,0
1978-03-08,0.7488,0.7568,0.7488,0.7568,4990180,0
1978-03-09,0.7568,0.7651,0.7568,0.7568,6254121,0
1978-03-10,0.7651,0.7807,0.7651,0.7729,8036756,0
1978-03-13,0.7807,0.7891,0.7807,0.7807,8054641,0
1978-03-14,0.7807,0.7891,0.7729,0.7807,7673072,0
1978-03-15,0.7807,0.7891,0.7729,0.7807,5139230,0
1978-03-16,0.7807,0.7807,0.7729,0.7807,2569617,0
1978-03-17,0.7807,0.7891,0.7807,0.7891,6373361,0
1978-03-20,0.7891,0.797,0.7891,0.797,7971170,0
1978-03-21,0.797,0.797,0.7807,0.7807,6760889,0
1978-03-22,0.7807,0.7891,0.7807,0.7807,6295854,0
1978-03-23,0.7807,0.7807,0.7729,0.7729,6510484,0
1978-03-27,0.7729,0.7891,0.7729,0.7807,3827593,0
1978-03-28,0.7807,0.7891,0.7807,0.7891,3022727,0
1978-03-29,0.7891,0.7891,0.7807,0.7891,2891563,0
1978-03-30,0.7891,0.7891,0.7807,0.7891,4996141,0
1978-03-31,0.7807,0.7807,0.7729,0.7807,7989059,0
1978-04-03,0.7807,0.7807,0.7651,0.7651,3970681,0
1978-04-04,0.7651,0.7729,0.7651,0.7729,5437331,0
1978-04-05,0.7729,0.7807,0.7651,0.7807,4119734,0
1978-04-06,0.7807,0.7807,0.7729,0.7729,4453604,0
1978-04-07,0.7807,0.7891,0.7807,0.7807,8483905,0
1978-04-10,0.7807,0.7891,0.7807,0.7807,5818895,0
1978-04-11,0.7807,0.7891,0.7807,0.7807,7214002,0
1978-04-12,0.7807,0.7807,0.7807,0.7807,6087184,0
1978-04-13,0.7807,0.7807,0.7729,0.7807,5735428,0
1978-04-14,0.7891,0.805,0.7891,0.805,22214352,0
1978-04-17,0.8293,0.8455,0.8293,0.8293,30501510,0
1978-04-18,0.8293,0.8373,0.8212,0.8212,10868695,0
1978-04-19,0.8212,0.8373,0.8131,0.8293,7291507,0
1978-04-20,0.8373,0.8455,0.8373,0.8373,12174372,0
1978-04-21,0.8373,0.8455,0.8373,0.8373,15519045,0
1978-04-24,0.8373,0.8694,0.8293,0.8694,9974401,0
1978-04-25,0.8694,0.8938,0.8694,0.8694,27258194,0
1978-04-26,0.8694,0.8858,0.8615,0.8776,18839870,0
1978-04-27,0.8694,0.8694,0.8615,0.8615,8776041,0
1978-04-28,0.8615,0.8694,0.8535,0.8694,11250262,0
1978-05-01,0.8694,0.8858,0.8694,0.8858,8108296,0
1978-05-02,0.8776,0.8776,0.8694,0.8694,9187418,0
1978-05-03,0.8694,0.8776,0.8535,0.8535,10987937,0
1978-05-04,0.8535,0.8535,0.8293,0.8455,13378692,0
1978-05-05,0.8455,0.8535,0.8455,0.8455,13497935,0
1978-05-08,0.8455,0.8535,0.8455,0.8455,6510484,0
1978-05-09,0.8455,0.8535,0.8455,0.8535,7231887,0
1978-05-10,0.8535,0.8615,0.8535,0.8535,8877394,0
1978-05-11,0.8615,0.8694,0.8615,0.8694,7041104,0
1978-05-12,0.8694,0.8858,0.8694,0.8858,12776531,0
1978-05-15,0.8858,0.9015,0.8776,0.8938,5419447,0
1978-05-16,0.8938,0.9096,0.8938,0.8938,12478434,0
1978-05-17,0.8938,0.9096,0.8938,0.9015,10427512,0
1978-05-18,0.9015,0.9096,0.8858,0.8858,8394474,0
1978-05-19,0.8858,0.8938,0.8776,0.8858,5795051,0
1978-05-22,0.8858,0.9015,0.8776,0.9015,4471491,0
1978-05-23,0.9015,0.9015,0.8858,0.8938,4704007,0
1978-05-24,0.8858,0.8858,0.8694,0.8776,7559797,0
1978-05-25,0.8776,0.8858,0.8694,0.8776,4978257,0
1978-05-26,0.8776,0.8858,0.8694,0.8694,14308763,0
1978-05-30,0.8694,0.8694,0.8615,0.8694,4340325,0
1978-05-31,0.8694,0.8858,0.8694,0.8776,14630707,0
1978-06-01,0.8776,0.8858,0.8694,0.8776,6260082,0
1978-06-02,0.8776,0.8858,0.8776,0.8776,5216739,0
1978-06-05,0.8776,0.9015,0.8776,0.9015,8024830,0
1978-06-06,0.9015,0.9178,0.9015,0.9015,11888195,0
1978-06-07,0.9015,0.9096,0.8858,0.8938,8537560,0
1978-06-08,0.8938,0.8938,0.8858,0.8938,6051415,0
1978-06-09,0.8858,0.8858,0.8694,0.8694,4841129,0
1978-06-12,0.8694,0.8858,0.8615,0.8776,6862246,0
1978-06-13,0.8776,0.8858,0.8694,0.8858,9896894,0
1978-06-14,0.8858,0.8938,0.8776,0.8776,6355476,0
1978-06-15,0.8776,0.8776,0.8694,0.8694,6081222,0
1978-06-16,0.8694,0.8694,0.8535,0.8535,5884479,0
1978-06-19,0.8535,0.8615,0.8455,0.8615,5198849,0
1978-06-20,0.8615,0.8615,0.8455,0.8455,6200463,0
1978-06-21,0.8455,0.8455,0.8293,0.8373,6593956,0
1978-06-22,0.8373,0.8455,0.8373,0.8455,4763625,0
1978-06-23,0.8455,0.8455,0.8373,0.8373,4346284,0
1978-06-26,0.8373,0.8373,0.8293,0.8293,5240583,0
1978-06-27,0.8293,0.8373,0.8212,0.8373,8871430,0
1978-06-28,0.8373,0.8373,0.8212,0.8293,4501297,0
1978-06-29,0.8373,0.8455,0.8373,0.8455,9384165,0
1978-06-30,0.8455,0.8455,0.8373,0.8455,5902364,0
1978-07-03,0.8373,0.8373,0.8373,0.8373,5562530,0
1978-07-05,0.8373,0.8373,0.8373,0.8373,5103459,0
1978-07-06,0.8373,0.8373,0.8293,0.8373,7303431,0
1978-07-07,0.8373,0.8455,0.8373,0.8455,11327771,0
1978-07-10,0.8455,0.8615,0.8373,0.8615,5586377,0
1978-07-11,0.8615,0.8694,0.8615,0.8694,8072527,0
1978-07-12,0.8694,0.8694,0.8615,0.8694,5180962,0
1978-07-13,0.8694,0.8694,0.8615,0.8694,7190154,0
1978-07-14,0.8694,0.8938,0.8694,0.8938,19090272,0
1978-07-17,0.8938,0.9015,0.8776,0.8776,6796662,0
1978-07-18,0.8776,0.8858,0.8694,0.8694,3881253,0
1978-07-19,0.8694,0.8858,0.8694,0.8858,5777166,0
1978-07-20,0.8858,0.8938,0.8776,0.8858,6564146,0
1978-07-21,0.8858,0.8858,0.8694,0.8694,7595569,0
1978-07-24,0.8694,0.8776,0.8615,0.8694,4727854,0
1978-07-25,0.8694,0.8938,0.8694,0.8938,6474714,0
1978-07-26,0.8938,0.9096,0.8938,0.8938,7905591,0
1978-07-27,0.8938,0.9015,0.8938,0.8938,5312125,0
1978-07-28,0.8938,0.8938,0.8858,0.8938,4543035,0
1978-07-31,0.8938,0.9015,0.8938,0.8938,5252506,0
1978-08-01,0.8938,0.9096,0.8858,0.8938,9145682,0
1978-08-02,0.8938,0.9178,0.8858,0.9096,10099600,0
1978-08-03,0.9178,0.9419,0.9178,0.926,22935753,0
1978-08-04,0.926,0.926,0.9178,0.926,10606371,0
1978-08-07,0.926,0.9339,0.9178,0.926,9664377,0
1978-08-08,0.926,0.926,0.9178,0.926,6874167,0
1978-08-09,0.9339,0.95,0.9339,0.9339,15554816,0
1978-08-10,0.9339,0.9419,0.926,0.926,7547874,0
1978-08-11,0.926,0.9339,0.926,0.9339,5312125,0
1978-08-14,0.9339,0.9419,0.9339,0.9339,5097496,0
1978-08-15,0.9339,0.9339,0.9178,0.926,3684506,0
1978-08-16,0.926,0.9419,0.926,0.9339,6069300,0
1978-08-17,0.9419,0.958,0.9419,0.95,13402541,0
1978-08-18,0.95,0.958,0.9339,0.9419,7869822,0
1978-08-21,0.9419,0.9419,0.926,0.926,7392861,0
1978-08-22,0.926,0.9339,0.9096,0.926,5884479,0
1978-08-23,0.926,0.9419,0.926,0.9339,9473592,0
1978-08-24,0.9339,0.95,0.9339,0.9419,5884479,0
1978-08-25,0.9419,0.9419,0.9339,0.9419,5973906,0
1978-08-28,0.9339,0.9339,0.926,0.9339,5091535,0
1978-08-29,0.926,0.926,0.9096,0.9178,5198849,0
1978-08-30,0.9096,0.9096,0.9015,0.9096,17862106,0
1978-08-31,0.9096,0.9096,0.9015,0.9015,5079611,0
1978-09-01,0.9015,0.9096,0.9015,0.9015,6003719,0
1978-09-05,0.9015,0.9015,0.8938,0.9015,13116364,0
1978-09-06,0.9015,0.9096,0.8938,0.9015,15960232,0
1978-09-07,0.9015,0.9096,0.8938,0.9015,7082840,0
1978-09-08,0.9015,0.9096,0.9015,0.9096,20795401,0
1978-09-11,0.9096,0.9178,0.9096,0.9178,10797154,0
1978-09-12,0.9096,0.9096,0.8938,0.9096,9634569,0
1978-09-13,0.9096,0.9178,0.9015,0.9096,10588483,0
1978-09-14,0.9096,0.9096,0.8938,0.8938,7166304,0
1978-09-15,0.8938,0.8938,0.8776,0.8858,6331628,0
1978-09-18,0.8858,0.8858,0.8694,0.8776,9843235,0
1978-09-19,0.8776,0.8938,0.8776,0.8776,9056251,0
1978-09-20,0.8776,0.8858,0.8615,0.8694,9461671,0
1978-09-21,0.8694,0.8776,0.8615,0.8694,9497442,0
1978-09-22,0.8694,0.8776,0.8694,0.8776,14732065,0
1978-09-25,0.8776,0.8776,0.8615,0.8776,5544646,0
1978-09-26,0.8776,0.8858,0.8694,0.8858,8585258,0
1978-09-27,0.8858,0.8938,0.8694,0.8694,9014518,0
1978-09-28,0.8694,0.8694,0.8615,0.8694,7977137,0
1978-09-29,0.8694,0.8776,0.8694,0.8776,7476328,0
1978-10-02,0.8858,0.8858,0.8858,0.8858,9163572,0
1978-10-03,0.8858,0.8938,0.8858,0.8858,10189030,0
1978-10-04,0.8858,0.8858,0.8776,0.8858,4519186,0
1978-10-05,0.8858,0.8858,0.8776,0.8776,7380940,0
1978-10-06,0.8776,0.8858,0.8694,0.8776,5771199,0
1978-10-09,0.8776,0.8858,0.8776,0.8858,4888829,0
1978-10-10,0.8858,0.8858,0.8776,0.8858,4864977,0
1978-10-11,0.8858,0.8938,0.8776,0.8938,6027567,0
1978-10-12,0.8938,0.9015,0.8858,0.8858,7947328,0
1978-10-13,0.8858,0.8938,0.8776,0.8858,5961984,0
1978-10-16,0.8858,0.8858,0.8615,0.8615,6611842,0
1978-10-17,0.8615,0.8694,0.8615,0.8615,7613453,0
1978-10-18,0.8615,0.8694,0.8535,0.8615,5157116,0
1978-10-19,0.8615,0.8615,0.8455,0.8455,5485028,0
1978-10-20,0.8455,0.8455,0.8293,0.8293,18541772,0
1978-10-23,0.8293,0.8293,0.805,0.8212,20485377,0
1978-10-24,0.8212,0.8212,0.805,0.805,10844854,0
1978-10-25,0.805,0.8131,0.797,0.8131,9747843,0
1978-10-26,0.8131,0.8131,0.797,0.797,9741883,0
1978-10-27,0.797,0.805,0.797,0.797,8573330,0
1978-10-30,0.797,0.805,0.7651,0.805,12019359,0
1978-10-31,0.805,0.8131,0.7891,0.7891,7249770,0
1978-11-01,0.805,0.8535,0.805,0.8455,12478434,0
1978-11-02,0.8373,0.8373,0.805,0.805,18798137,0
1978-11-03,0.805,0.805,0.797,0.797,10797154,0
1978-11-06,0.797,0.805,0.797,0.797,7196116,0
1978-11-07,0.797,0.805,0.7891,0.797,10117483,0
1978-11-08,0.797,0.797,0.7891,0.797,6641650,0
1978-11-09,0.797,0.8131,0.797,0.805,6206425,0
1978-11-10,0.805,0.8212,0.805,0.805,5753314,0
1978-11-13,0.805,0.805,0.7807,0.7807,7345165,0
1978-11-14,0.7807,0.797,0.7807,0.797,5997754,0
1978-11-15,0.797,0.8131,0.797,0.805,7178228,0
1978-11-16,0.805,0.8293,0.805,0.8212,6510484,0
1978-11-17,0.8212,0.8293,0.8131,0.8293,7756544,0
1978-11-20,0.8293,0.8373,0.8212,0.8373,4334362,0
1978-11-21,0.8373,0.8373,0.8212,0.8293,3905103,0
1978-11-22,0.8293,0.8293,0.8212,0.8212,5908327,0
1978-11-24,0.8212,0.8293,0.8131,0.8293,3136005,0
